ID,loc,title,bedroom,bathroom,parking_space,zone,rooms,bathroom_ratio,price
6392,0.02633954213506195,2.0,5.0,4.0,1.0,0,9.0,0.4444444444444444,1675461.031
3233,0.028637072290145237,10.0,6.0,7.0,,0,13.0,0.5384615384615384,4606389.731
5947,0.029129400180520227,2.0,7.0,4.0,6.0,0,11.0,0.36363636363636365,2167431.017
2518,0.02478050381554115,3.0,5.0,5.0,6.0,4,10.0,0.5,2580131.741
2797,0.02674981537704111,7.0,9.0,4.0,2.0,2,13.0,0.3076923076923077,2280093.143
1326,0.02773447115779109,6.0,5.0,2.0,4.0,5,7.0,0.2857142857142857,1920397.566
11699,0.02773447115779109,6.0,5.0,,3.0,0,,,1841081.308
278,0.028637072290145237,8.0,1.0,2.0,1.0,4,3.0,0.6666666666666666,2077356.335
3866,0.02478050381554115,4.0,8.0,5.0,2.0,4,13.0,0.38461538461538464,2943467.899
7527,0.027078033970624436,4.0,5.0,4.0,3.0,0,9.0,0.4444444444444444,1876321.767
10319,0.028390908344957742,6.0,6.0,7.0,6.0,2,13.0,0.5384615384615384,2042416.863
1462,0.02773447115779109,,8.0,2.0,4.0,5,10.0,0.2,4767708.864
126,0.02830885369656191,,5.0,3.0,6.0,2,8.0,0.375,2237574.144
1477,0.025847214244686962,8.0,1.0,,2.0,1,,,1510566.54
11013,0.028555017641749406,,5.0,7.0,3.0,3,12.0,0.5833333333333334,2366717.355
12941,0.028390908344957742,4.0,3.0,,3.0,2,,,1417135.891
3513,0.028144744399770247,4.0,,1.0,3.0,1,,,1022531.167
5879,0.02633954213506195,8.0,1.0,4.0,2.0,0,5.0,0.8,1525877.87
7304,0.0303602199064577,,4.0,5.0,1.0,2,9.0,0.5555555555555556,1370462.5
3715,0.02773447115779109,5.0,,2.0,4.0,5,,,1744341.062
2221,0.02830885369656191,10.0,3.0,,2.0,5,,,5153785.613
3441,,10.0,3.0,7.0,1.0,-1,10.0,0.7,5016478.984
1978,0.026585706080249447,10.0,,2.0,1.0,3,,,3550041.883
7818,0.025601050299499467,7.0,3.0,1.0,5.0,3,4.0,0.25,1159033.242
4114,0.025847214244686962,9.0,7.0,,2.0,1,,,1960050.376
806,0.02633954213506195,7.0,5.0,2.0,3.0,0,7.0,0.2857142857142857,1327905.565
12360,0.0288011815869369,2.0,4.0,5.0,2.0,1,9.0,0.5555555555555556,1388680.542
3700,0.028555017641749406,7.0,2.0,2.0,2.0,2,4.0,0.5,908044.553
1404,,10.0,3.0,1.0,1.0,-1,4.0,0.25,3683303.182
1848,0.02674981537704111,9.0,6.0,7.0,5.0,2,13.0,0.5384615384615384,1694109.223
5677,0.027652416509395258,5.0,4.0,,6.0,2,,,1843321.539
7305,0.026913924673832773,9.0,1.0,1.0,2.0,5,2.0,0.5,1561176.643
12363,0.02674981537704111,6.0,6.0,1.0,2.0,2,7.0,0.14285714285714285,1775423.264
712,0.026913924673832773,,5.0,2.0,4.0,5,7.0,0.2857142857142857,1616337.349
2093,,9.0,2.0,5.0,6.0,-1,7.0,0.7142857142857143,1237324.534
430,0.026913924673832773,8.0,1.0,1.0,2.0,5,2.0,0.5,5516364.479
5725,0.02633954213506195,4.0,,5.0,6.0,0,,,1584174.468
3258,0.02773447115779109,10.0,5.0,1.0,1.0,5,6.0,0.16666666666666666,4602502.322
2092,,7.0,5.0,1.0,4.0,-1,6.0,0.16666666666666666,2182309.713
10142,0.028965290883728564,4.0,5.0,3.0,4.0,1,8.0,0.375,1686859.729
292,0.026503651431853615,,4.0,2.0,1.0,4,6.0,0.3333333333333333,1930013.743
695,0.027078033970624436,10.0,3.0,1.0,5.0,0,4.0,0.25,2723570.401
1813,0.02674981537704111,7.0,4.0,2.0,,2,6.0,0.3333333333333333,1306452.805
270,0.028555017641749406,10.0,2.0,2.0,3.0,3,4.0,0.5,3962526.781
9344,0.026585706080249447,4.0,7.0,5.0,1.0,3,12.0,0.4166666666666667,2680399.242
9184,0.028062689751374416,4.0,1.0,6.0,2.0,1,7.0,0.8571428571428571,1013459.248
355,0.028637072290145237,,1.0,1.0,1.0,4,2.0,0.5,1171387.971
1275,0.02773447115779109,2.0,1.0,,6.0,5,,,1277222.24
5994,,3.0,2.0,4.0,,-1,6.0,0.6666666666666666,1360212.715
3655,0.026667760728645278,,2.0,,3.0,4,,,4883565.875
11342,0.02478050381554115,9.0,5.0,5.0,1.0,4,10.0,0.5,1825233.344
1449,0.026913924673832773,4.0,5.0,1.0,1.0,5,6.0,0.16666666666666666,5318844.339
947,0.026913924673832773,2.0,3.0,1.0,2.0,5,4.0,0.25,1573915.01
299,,1.0,1.0,1.0,3.0,-1,2.0,0.5,657080.4624
54,0.026585706080249447,7.0,1.0,2.0,2.0,3,3.0,0.6666666666666666,1147267.54
1369,0.026667760728645278,9.0,,1.0,1.0,4,,,1519336.412
1366,0.028390908344957742,1.0,5.0,2.0,2.0,2,7.0,0.2857142857142857,1112488.518
2589,0.028555017641749406,,5.0,6.0,1.0,3,11.0,0.5454545454545454,1899956.291
566,0.028637072290145237,4.0,5.0,2.0,3.0,4,7.0,0.2857142857142857,2254846.894
1373,,10.0,5.0,2.0,3.0,-1,7.0,0.2857142857142857,3949920.7
11626,0.0303602199064577,10.0,4.0,7.0,3.0,2,11.0,0.6363636363636364,3379514.46
91,0.02773447115779109,4.0,,3.0,3.0,5,,,2451052.009
29,0.02830885369656191,6.0,5.0,1.0,1.0,5,6.0,0.16666666666666666,2203559.7
9509,0.029129400180520227,6.0,1.0,,1.0,0,,,1019144.419
7393,0.027078033970624436,,6.0,3.0,2.0,0,9.0,0.3333333333333333,1693724.284
85,0.025847214244686962,5.0,3.0,,2.0,1,,,1571448.579
1001,0.029129400180520227,7.0,5.0,,1.0,0,,,1462086.228
1742,0.02830885369656191,4.0,3.0,2.0,4.0,5,5.0,0.4,1915744.752
3439,,8.0,2.0,6.0,1.0,-1,8.0,0.75,2658286.39
433,0.02773447115779109,6.0,9.0,,5.0,5,,,3067238.683
3987,,10.0,1.0,5.0,6.0,-1,6.0,0.8333333333333334,2170109.481
7658,0.02773447115779109,6.0,2.0,2.0,,5,4.0,0.5,1295992.275
2974,0.028390908344957742,8.0,4.0,1.0,,2,5.0,0.2,1501912.554
836,0.026585706080249447,7.0,4.0,1.0,1.0,3,5.0,0.2,1485856.252
12322,0.02830885369656191,4.0,1.0,1.0,6.0,2,2.0,0.5,1065779.486
1626,,3.0,4.0,2.0,4.0,-1,6.0,0.3333333333333333,1464263.023
2915,0.026667760728645278,9.0,1.0,2.0,5.0,4,3.0,0.6666666666666666,1245587.7
4599,0.028637072290145237,8.0,6.0,1.0,,0,7.0,0.14285714285714285,2980808.822
1205,0.02830885369656191,7.0,,1.0,2.0,5,,,1393739.318
2682,0.028637072290145237,4.0,2.0,1.0,4.0,4,3.0,0.3333333333333333,1543112.239
5791,0.027570361860999426,4.0,7.0,,4.0,5,,,2398112.073
1690,0.0288011815869369,9.0,4.0,1.0,1.0,2,5.0,0.2,1410908.973
423,0.026585706080249447,5.0,3.0,,2.0,3,,,2147087.435
962,0.025601050299499467,10.0,6.0,1.0,,3,7.0,0.14285714285714285,3183865.825
522,0.028965290883728564,5.0,7.0,5.0,6.0,1,12.0,0.4166666666666667,2512775.047
1262,0.027078033970624436,6.0,4.0,1.0,4.0,0,5.0,0.2,1510348.318
9251,0.026995979322228605,5.0,8.0,,1.0,4,,,3660501.512
1440,,1.0,,2.0,3.0,-1,,,858326.586
12711,0.027898580454582753,3.0,6.0,4.0,2.0,4,10.0,0.4,3482684.79
3732,0.026913924673832773,3.0,,4.0,5.0,5,,,3937370.141
5165,,10.0,3.0,3.0,4.0,-1,6.0,0.5,2822914.479
7506,0.028555017641749406,3.0,,5.0,6.0,2,,,1939096.108
2389,0.0288011815869369,3.0,,6.0,1.0,1,,,1859494.902
1634,,4.0,5.0,1.0,4.0,-1,6.0,0.16666666666666666,2024412.818
3240,0.028965290883728564,8.0,3.0,7.0,,1,10.0,0.7,1878260.288
2827,0.028390908344957742,,3.0,5.0,4.0,2,8.0,0.625,1626976.79
10279,0.02478050381554115,8.0,9.0,2.0,2.0,4,11.0,0.18181818181818182,4014087.532
6546,,5.0,9.0,7.0,6.0,-1,16.0,0.4375,3942964.302
4840,0.027570361860999426,9.0,,3.0,3.0,5,,,941448.3407
4661,0.028637072290145237,10.0,8.0,4.0,,4,12.0,0.3333333333333333,5998626.181
8835,0.026995979322228605,6.0,7.0,,5.0,4,,,3279315.901
9345,0.026585706080249447,10.0,5.0,5.0,2.0,3,10.0,0.5,4255993.782
2341,0.027980635102978584,,,1.0,3.0,5,,,1226974.609
5875,0.028637072290145237,4.0,,4.0,2.0,4,,,2866908.901
3651,0.02478050381554115,4.0,1.0,7.0,2.0,4,8.0,0.875,1461999.056
725,0.027078033970624436,2.0,3.0,1.0,2.0,0,4.0,0.25,1224966.12
855,0.0288011815869369,10.0,4.0,3.0,3.0,2,7.0,0.42857142857142855,3424294.165
5451,0.02732419791581193,,6.0,4.0,6.0,0,10.0,0.4,2150359.892
2652,0.028390908344957742,8.0,3.0,,4.0,3,,,1810689.369
1118,0.028062689751374416,1.0,1.0,2.0,,1,3.0,0.6666666666666666,966695.4067
697,0.026585706080249447,3.0,1.0,1.0,,3,2.0,0.5,1362705.449
1161,0.02830885369656191,3.0,,6.0,3.0,2,,,1693896.311
9533,0.02633954213506195,5.0,3.0,6.0,4.0,0,9.0,0.6666666666666666,1867275.637
680,0.028390908344957742,3.0,3.0,,3.0,2,,,955431.7394
10036,0.026585706080249447,7.0,4.0,1.0,,3,5.0,0.2,1732255.803
217,0.02478050381554115,6.0,1.0,,2.0,4,,,1290889.278
94,,4.0,4.0,4.0,5.0,-1,8.0,0.5,1722474.991
2719,0.02830885369656191,4.0,5.0,2.0,,2,7.0,0.2857142857142857,1636984.184
452,0.027980635102978584,,1.0,1.0,2.0,1,2.0,0.5,1072357.327
5936,0.028555017641749406,8.0,5.0,5.0,2.0,2,10.0,0.5,2269403.777
3998,0.026585706080249447,,6.0,1.0,5.0,3,7.0,0.14285714285714285,2799396.89
10432,0.026585706080249447,9.0,5.0,,3.0,3,,,1802255.335
4573,0.0288011815869369,10.0,4.0,6.0,2.0,1,10.0,0.6,2891585.585
2715,0.028965290883728564,7.0,5.0,7.0,,1,12.0,0.5833333333333334,1676546.596
12555,0.028390908344957742,7.0,6.0,2.0,1.0,3,8.0,0.25,1648096.996
3667,0.02478050381554115,6.0,,2.0,3.0,4,,,1907534.287
3586,0.027652416509395258,9.0,5.0,2.0,,2,7.0,0.2857142857142857,1402481.108
5193,0.027078033970624436,10.0,9.0,2.0,4.0,0,11.0,0.18181818181818182,4644794.71
1207,0.026585706080249447,9.0,4.0,1.0,4.0,3,5.0,0.2,1489781.189
3827,,1.0,1.0,1.0,1.0,-1,2.0,0.5,1062256.124
3277,0.026503651431853615,10.0,,6.0,4.0,4,,,4359854.081
1953,0.0303602199064577,5.0,3.0,1.0,1.0,2,4.0,0.25,1570868.907
409,0.027570361860999426,,4.0,1.0,3.0,5,5.0,0.2,4404366.229
11451,0.029129400180520227,7.0,9.0,3.0,4.0,0,12.0,0.25,2491625.919
8432,,2.0,7.0,5.0,2.0,-1,12.0,0.4166666666666667,2115473.391
5118,0.027898580454582753,10.0,6.0,6.0,6.0,4,12.0,0.5,6731542.318
6221,,8.0,6.0,1.0,6.0,-1,7.0,0.14285714285714285,2710359.622
3295,0.026667760728645278,2.0,3.0,5.0,1.0,4,8.0,0.625,1873949.122
5864,0.028062689751374416,4.0,5.0,2.0,6.0,1,7.0,0.2857142857142857,1697014.922
9588,0.025847214244686962,4.0,5.0,2.0,6.0,1,7.0,0.2857142857142857,1876110.44
2094,0.026585706080249447,4.0,,2.0,3.0,3,,,1742535.882
1274,0.028555017641749406,7.0,5.0,1.0,,2,6.0,0.16666666666666666,1356944.621
2752,0.025601050299499467,6.0,2.0,1.0,4.0,3,3.0,0.3333333333333333,1079995.866
3663,0.02773447115779109,1.0,5.0,1.0,3.0,5,6.0,0.16666666666666666,1733950.956
1520,0.02674981537704111,,1.0,6.0,6.0,2,7.0,0.8571428571428571,1095440.438
11496,0.028062689751374416,10.0,3.0,5.0,4.0,1,8.0,0.625,2631042.408
1953,0.027570361860999426,3.0,,2.0,1.0,5,,,1405401.003
10160,0.02822679904816608,7.0,5.0,,4.0,5,,,1944098.841
11082,0.02830885369656191,9.0,7.0,6.0,6.0,2,13.0,0.46153846153846156,2032922.545
1597,,3.0,1.0,1.0,4.0,-1,2.0,0.5,747318.7194
552,,2.0,5.0,2.0,4.0,-1,7.0,0.2857142857142857,1372394.141
1465,0.026585706080249447,7.0,2.0,2.0,3.0,3,4.0,0.5,1381969.511
3698,0.028144744399770247,2.0,9.0,,6.0,1,,,2658566.568
4437,,,3.0,6.0,6.0,-1,9.0,0.6666666666666666,3812446.338
1525,0.027570361860999426,2.0,3.0,4.0,5.0,5,7.0,0.5714285714285714,1525510.812
641,0.027078033970624436,1.0,4.0,,3.0,0,,,1099665.791
1713,,7.0,6.0,1.0,4.0,-1,7.0,0.14285714285714285,1675341.877
3172,0.028555017641749406,8.0,2.0,1.0,,2,3.0,0.3333333333333333,1646286.458
1246,0.028062689751374416,9.0,,1.0,1.0,1,,,1314734.87
11265,0.02830885369656191,9.0,8.0,4.0,3.0,5,12.0,0.3333333333333333,2615609.035
3673,0.025601050299499467,10.0,2.0,2.0,2.0,3,4.0,0.5,3061550.523
4480,0.026913924673832773,8.0,3.0,4.0,6.0,5,7.0,0.5714285714285714,4244483.58
3941,0.02830885369656191,7.0,9.0,,6.0,2,,,2564592.011
8823,0.0288011815869369,7.0,4.0,,1.0,1,,,1370462.5
1064,0.028144744399770247,1.0,4.0,1.0,1.0,1,5.0,0.2,711964.1756
8857,0.028555017641749406,,4.0,7.0,,2,11.0,0.6363636363636364,1601556.469
4055,0.028390908344957742,,4.0,2.0,6.0,2,6.0,0.3333333333333333,1508865.353
10251,0.0288011815869369,2.0,9.0,5.0,4.0,2,14.0,0.35714285714285715,2764612.775
1718,0.026667760728645278,8.0,4.0,2.0,1.0,4,6.0,0.3333333333333333,3194896.027
1770,0.026503651431853615,1.0,4.0,1.0,1.0,4,5.0,0.2,1484735.828
2803,0.0288011815869369,8.0,4.0,1.0,6.0,2,5.0,0.2,2450911.108
7986,0.029129400180520227,,3.0,5.0,4.0,0,8.0,0.625,1537328.074
1333,0.02674981537704111,,5.0,2.0,2.0,2,7.0,0.2857142857142857,2123794.952
3794,,8.0,3.0,2.0,2.0,-1,5.0,0.4,2735558.551
2229,,6.0,4.0,7.0,3.0,-1,11.0,0.6363636363636364,2500523.992
71,0.028637072290145237,1.0,5.0,,4.0,0,,,1353028.979
5053,0.02978583736768688,3.0,2.0,5.0,2.0,3,7.0,0.7142857142857143,1743101.863
1698,0.028144744399770247,5.0,2.0,1.0,2.0,1,3.0,0.3333333333333333,878990.3753
5315,0.026667760728645278,7.0,,5.0,6.0,4,,,1804484.119
3609,0.02822679904816608,8.0,5.0,2.0,,5,7.0,0.2857142857142857,2818822.136
6098,0.027980635102978584,6.0,,4.0,5.0,1,,,1525510.812
1240,0.0288011815869369,3.0,,2.0,4.0,1,,,1287653.049
9116,0.02478050381554115,3.0,3.0,4.0,4.0,4,7.0,0.5714285714285714,1990415.801
2202,0.028637072290145237,2.0,3.0,1.0,1.0,4,4.0,0.25,1440377.971
128,0.02674981537704111,8.0,4.0,4.0,3.0,2,8.0,0.5,2027293.965
3446,0.028390908344957742,10.0,4.0,2.0,2.0,2,6.0,0.3333333333333333,2591645.752
725,0.027570361860999426,6.0,9.0,2.0,,5,11.0,0.18181818181818182,2829603.327
8550,0.028555017641749406,3.0,1.0,3.0,3.0,3,4.0,0.75,1315075.757
12934,0.027898580454582753,10.0,,7.0,6.0,4,,,4986603.15
2979,0.026913924673832773,5.0,9.0,6.0,6.0,5,15.0,0.4,6001407.118
129,0.027980635102978584,2.0,2.0,,2.0,5,,,1365726.702
3071,0.028555017641749406,5.0,,2.0,3.0,3,,,2059098.64
440,0.028637072290145237,9.0,1.0,1.0,4.0,4,2.0,0.5,1212449.543
1107,0.028555017641749406,10.0,1.0,1.0,3.0,2,2.0,0.5,2881682.954
2853,0.0303602199064577,10.0,2.0,2.0,,2,4.0,0.5,3719942.727
5652,0.02830885369656191,4.0,2.0,2.0,1.0,5,4.0,0.5,1549642.708
1853,0.028637072290145237,10.0,5.0,7.0,,0,12.0,0.5833333333333334,4153381.4
1654,,7.0,4.0,1.0,4.0,-1,5.0,0.2,1305533.846
11443,0.027570361860999426,8.0,7.0,4.0,1.0,5,11.0,0.36363636363636365,3231408.677
4942,0.028555017641749406,10.0,3.0,7.0,2.0,2,10.0,0.7,2674700.625
2533,0.025847214244686962,3.0,3.0,,2.0,1,,,1439745.319
311,0.028637072290145237,10.0,3.0,2.0,,4,5.0,0.4,2218246.607
5309,0.0303602199064577,2.0,1.0,1.0,6.0,2,2.0,0.5,955098.5473
2823,0.026503651431853615,9.0,1.0,2.0,,4,3.0,0.6666666666666666,1453346.981
5133,,,7.0,1.0,3.0,-1,8.0,0.125,3963377.339
9027,0.025601050299499467,4.0,5.0,5.0,6.0,3,10.0,0.5,1789521.127
2371,0.0303602199064577,5.0,,6.0,6.0,2,,,2821555.254
2188,0.028144744399770247,10.0,,2.0,2.0,1,,,856972.3402
10504,0.028637072290145237,8.0,8.0,2.0,1.0,4,10.0,0.2,3972104.025
1383,,3.0,1.0,1.0,6.0,-1,2.0,0.5,1176460.425
3727,0.025847214244686962,3.0,4.0,,4.0,1,,,1928036.131
3545,0.028637072290145237,7.0,,4.0,6.0,4,,,2966414.103
6317,,4.0,6.0,1.0,2.0,-1,7.0,0.14285714285714285,1950945.726
2132,0.0288011815869369,3.0,5.0,2.0,5.0,2,7.0,0.2857142857142857,2205022.479
9462,0.02830885369656191,4.0,6.0,7.0,4.0,5,13.0,0.5384615384615384,2832660.694
2050,0.02732419791581193,5.0,4.0,1.0,2.0,0,5.0,0.2,1730154.819
12648,,2.0,2.0,6.0,5.0,-1,8.0,0.75,1265015.421
12545,,3.0,5.0,1.0,2.0,-1,6.0,0.16666666666666666,1892047.292
2447,0.02732419791581193,10.0,3.0,1.0,1.0,0,4.0,0.25,1478239.227
2540,0.027980635102978584,3.0,1.0,,4.0,5,,,1583878.664
2856,0.027980635102978584,8.0,4.0,,2.0,1,,,2048470.395
3023,0.027078033970624436,9.0,8.0,4.0,1.0,0,12.0,0.3333333333333333,2073416.565
3839,0.028144744399770247,,2.0,1.0,3.0,1,3.0,0.3333333333333333,3615695.081
887,0.028390908344957742,1.0,4.0,1.0,3.0,2,5.0,0.2,1051149.412
2352,0.026913924673832773,,3.0,2.0,3.0,5,5.0,0.4,1373275.574
6188,0.028390908344957742,2.0,3.0,,3.0,2,,,1150006.404
936,,2.0,8.0,1.0,5.0,-1,9.0,0.1111111111111111,2622443.3
2256,0.027898580454582753,3.0,5.0,1.0,,4,6.0,0.16666666666666666,2988232.271
4460,,5.0,4.0,6.0,3.0,-1,10.0,0.6,2486638.514
1741,0.029129400180520227,6.0,2.0,2.0,2.0,0,4.0,0.5,1215268.629
2273,0.027980635102978584,6.0,2.0,6.0,4.0,5,8.0,0.75,1686856.776
2726,0.025601050299499467,2.0,1.0,1.0,4.0,3,2.0,0.5,833306.0869
297,0.0288011815869369,8.0,,1.0,3.0,2,,,1742139.011
1941,0.02478050381554115,,5.0,2.0,2.0,4,7.0,0.2857142857142857,1931203.358
5079,0.027570361860999426,,7.0,3.0,6.0,5,10.0,0.3,2738693.077
2755,0.028555017641749406,2.0,1.0,2.0,2.0,3,3.0,0.6666666666666666,1101256.31
2101,0.02773447115779109,6.0,,2.0,3.0,5,,,1252477.231
479,0.027980635102978584,3.0,4.0,2.0,3.0,5,6.0,0.3333333333333333,1904262.755
791,0.02674981537704111,6.0,4.0,2.0,2.0,2,6.0,0.3333333333333333,1301332.642
4020,0.02773447115779109,6.0,8.0,,2.0,5,,,2606301.455
9371,0.026913924673832773,10.0,,1.0,6.0,5,,,6162272.555
853,0.028555017641749406,8.0,9.0,5.0,2.0,2,14.0,0.35714285714285715,3204954.871
11307,,5.0,1.0,5.0,4.0,-1,6.0,0.8333333333333334,1402171.348
2101,,9.0,1.0,2.0,4.0,-1,3.0,0.6666666666666666,851553.591
2558,0.028555017641749406,8.0,2.0,2.0,1.0,3,4.0,0.5,1906850.361
61,0.02674981537704111,8.0,2.0,2.0,1.0,2,4.0,0.5,1603079.646
4852,0.0288011815869369,8.0,1.0,1.0,5.0,2,2.0,0.5,1650297.072
4242,0.029129400180520227,5.0,2.0,3.0,,0,5.0,0.6,1552219.19
1236,,4.0,2.0,2.0,4.0,-1,4.0,0.5,1578278.462
1313,,4.0,5.0,2.0,3.0,-1,7.0,0.2857142857142857,1123497.263
7120,0.028062689751374416,3.0,2.0,3.0,4.0,1,5.0,0.6,1243562.893
6362,0.02773447115779109,9.0,8.0,4.0,6.0,5,12.0,0.3333333333333333,2339924.004
10322,0.028144744399770247,9.0,6.0,2.0,1.0,1,8.0,0.25,1648096.996
9506,0.025601050299499467,,2.0,5.0,2.0,3,7.0,0.7142857142857143,1377738.459
765,0.027980635102978584,9.0,9.0,3.0,1.0,1,12.0,0.25,2234465.855
3347,0.028637072290145237,,4.0,1.0,1.0,0,5.0,0.2,1658606.597
7027,0.02830885369656191,,7.0,7.0,2.0,2,14.0,0.5,3131440.465
8960,0.029129400180520227,3.0,3.0,,5.0,0,,,1550167.532
1616,0.026503651431853615,10.0,3.0,1.0,4.0,4,4.0,0.25,5790058.642
12814,0.028637072290145237,10.0,9.0,5.0,,4,14.0,0.35714285714285715,6434628.82
3462,0.027898580454582753,5.0,,2.0,2.0,4,,,2342890.448
8779,0.027078033970624436,4.0,1.0,3.0,6.0,0,4.0,0.75,1136260.404
6371,0.02773447115779109,10.0,7.0,,,5,,,4588418.975
11912,0.02822679904816608,6.0,7.0,3.0,2.0,5,10.0,0.3,2621577.091
9905,0.0288011815869369,3.0,8.0,4.0,5.0,1,12.0,0.3333333333333333,2492568.679
5276,0.02478050381554115,9.0,,3.0,6.0,4,,,2071554.06
1845,0.02773447115779109,1.0,1.0,,4.0,5,,,811621.3709
2775,0.027980635102978584,8.0,1.0,1.0,4.0,5,2.0,0.5,1942188.629
3105,0.02732419791581193,6.0,,1.0,2.0,0,,,1575172.813
11725,0.0288011815869369,9.0,3.0,5.0,,1,8.0,0.625,1093062.407
11083,,3.0,3.0,6.0,2.0,-1,9.0,0.6666666666666666,3267040.002
2144,0.027898580454582753,9.0,5.0,1.0,2.0,4,6.0,0.16666666666666666,2190453.709
12928,0.028555017641749406,9.0,7.0,4.0,2.0,3,11.0,0.36363636363636365,2061783.957
12426,0.02830885369656191,,6.0,3.0,1.0,2,9.0,0.3333333333333333,1836754.845
11024,0.028062689751374416,7.0,9.0,5.0,3.0,1,14.0,0.35714285714285715,2325720.431
8372,0.02633954213506195,5.0,,4.0,3.0,0,,,2649526.853
5690,0.02633954213506195,8.0,8.0,,6.0,0,,,3367367.766
2248,,10.0,,,1.0,-1,,,4385262.753
1711,,7.0,1.0,1.0,2.0,-1,2.0,0.5,920496.3588
3442,0.02478050381554115,4.0,1.0,2.0,5.0,4,3.0,0.6666666666666666,1329583.176
10118,0.029129400180520227,9.0,7.0,,5.0,0,,,1987295.257
2681,0.026913924673832773,1.0,,2.0,,5,,,4820875.479
322,0.02830885369656191,4.0,5.0,1.0,2.0,5,6.0,0.16666666666666666,2199804.116
2846,0.027980635102978584,,2.0,2.0,4.0,1,4.0,0.5,1793724.447
12792,0.02633954213506195,2.0,6.0,6.0,6.0,0,12.0,0.5,2034832.5
2948,0.027980635102978584,7.0,5.0,,3.0,1,,,1480272.351
3171,0.02822679904816608,7.0,5.0,2.0,,5,7.0,0.2857142857142857,1811608.974
5311,,2.0,6.0,5.0,6.0,-1,11.0,0.45454545454545453,1821414.945
2670,0.02732419791581193,8.0,3.0,2.0,,0,5.0,0.4,2080107.023
6436,0.028965290883728564,6.0,8.0,,1.0,1,,,2268282.918
12063,0.0288011815869369,9.0,2.0,3.0,,1,5.0,0.6,948745.1968
3831,0.028637072290145237,7.0,1.0,,1.0,0,,,1002229.602
12054,0.02674981537704111,10.0,2.0,2.0,3.0,2,4.0,0.5,2115295.893
416,0.026913924673832773,10.0,1.0,1.0,1.0,5,2.0,0.5,10190071.99
5567,0.028637072290145237,3.0,6.0,7.0,3.0,4,13.0,0.5384615384615384,3050863.551
5502,0.026995979322228605,5.0,1.0,1.0,1.0,4,2.0,0.5,1681173.888
2934,0.027980635102978584,2.0,3.0,,4.0,1,,,1181906.657
3078,0.027078033970624436,9.0,3.0,7.0,3.0,0,10.0,0.7,1287052.633
2532,0.026913924673832773,9.0,4.0,4.0,5.0,5,8.0,0.5,2622964.346
3,0.028555017641749406,6.0,1.0,1.0,1.0,3,2.0,0.5,1039983.15
2165,0.028144744399770247,8.0,,1.0,3.0,1,,,1272979.557
9641,0.025601050299499467,,7.0,5.0,3.0,3,12.0,0.4166666666666667,1788603.689
8084,0.029129400180520227,,6.0,7.0,,0,13.0,0.5384615384615384,2209234.875
11681,0.028390908344957742,2.0,7.0,6.0,3.0,2,13.0,0.46153846153846156,1978268.418
1964,0.028637072290145237,1.0,2.0,1.0,4.0,0,3.0,0.3333333333333333,1394147.99
203,0.02830885369656191,6.0,,1.0,4.0,5,,,1766169.209
2154,0.026667760728645278,9.0,4.0,1.0,3.0,4,5.0,0.2,1695492.393
813,0.028965290883728564,7.0,3.0,1.0,2.0,1,4.0,0.25,1099695.859
3216,,6.0,4.0,2.0,4.0,-1,6.0,0.3333333333333333,3074835.933
11520,,5.0,4.0,1.0,2.0,-1,5.0,0.2,2181655.123
1396,0.025847214244686962,4.0,7.0,4.0,4.0,1,11.0,0.36363636363636365,2309911.587
1492,0.02633954213506195,1.0,3.0,1.0,4.0,0,4.0,0.25,1166164.968
2545,0.028390908344957742,5.0,2.0,3.0,4.0,3,5.0,0.6,1352462.649
3573,0.02732419791581193,7.0,5.0,1.0,2.0,0,6.0,0.16666666666666666,1437208.113
11480,0.02830885369656191,9.0,5.0,4.0,4.0,2,9.0,0.4444444444444444,1576100.816
12644,0.02478050381554115,4.0,9.0,1.0,2.0,4,10.0,0.1,3003111.077
777,0.027898580454582753,9.0,9.0,3.0,5.0,4,12.0,0.25,3384157.729
466,0.027652416509395258,2.0,2.0,1.0,2.0,2,3.0,0.3333333333333333,908809.4416
10095,0.026913924673832773,10.0,5.0,1.0,6.0,5,6.0,0.16666666666666666,6712792.821
3047,0.028062689751374416,9.0,4.0,2.0,4.0,1,6.0,0.3333333333333333,1209406.63
6173,0.028555017641749406,7.0,8.0,3.0,6.0,2,11.0,0.2727272727272727,2137097.53
7245,,5.0,7.0,5.0,1.0,-1,12.0,0.4166666666666667,3130973.45
11967,0.0288011815869369,6.0,1.0,5.0,1.0,1,6.0,0.8333333333333334,962128.549
9743,0.028390908344957742,10.0,8.0,1.0,6.0,3,9.0,0.1111111111111111,3898805.404
2219,0.0288011815869369,4.0,5.0,1.0,,2,6.0,0.16666666666666666,1717496.876
1394,0.028555017641749406,10.0,2.0,1.0,,2,3.0,0.3333333333333333,1192210.397
12467,0.0288011815869369,3.0,5.0,3.0,2.0,1,8.0,0.375,1779482.782
11030,0.02674981537704111,5.0,8.0,4.0,6.0,2,12.0,0.3333333333333333,2690758.459
7591,0.028965290883728564,,2.0,5.0,1.0,1,7.0,0.7142857142857143,1025927.745
403,0.0288011815869369,9.0,,1.0,1.0,1,,,742443.8297
6305,,3.0,9.0,5.0,3.0,-1,14.0,0.35714285714285715,2689255.935
7948,0.027570361860999426,7.0,9.0,3.0,6.0,5,12.0,0.25,2740978.251
